prefecture,ranking,city,land_price,ping_unit_price,change
山口県,19位,美祢市,1万0447円/m2,3万4536円/坪,-2.34％
長野県,8位,上田市,3万9684円/m2,13万1187円/坪,-2.14％
長野県,9位,茅野市,3万7806円/m2,12万4980円/坪,-2.34％
長野県,10位,須坂市,3万5794円/m2,11万8327円/坪,-2.22％
長野県,11位,小布施町,3万5262円/m2,11万6570円/坪,-0.04％
長野県,12位,千曲市,3万4311円/m2,11万3425円/坪,-2.80％
長野県,13位,飯田市,3万2532円/m2,10万7545円/坪,-1.69％
長野県,14位,中野市,3万2196円/m2,10万6434円/坪,-2.11％
長野県,15位,佐久市,3万1649円/m2,10万4625円/坪,-2.09％
長野県,16位,駒ヶ根市,2万8530円/m2,9万4314円/坪,-3.12％
新潟県,1位,新潟市,6万7627円/m2,22万3561円/坪,-1.64％
群馬県,1位,高崎市,6万4432円/m2,21万3000円/坪,+2.31％
茨城県,11位,ひたちなか市,3万4992円/m2,11万5677円/坪,-1.00％
茨城県,12位,龍ケ崎市,3万3575円/m2,11万0994円/坪,-1.64％
茨城県,13位,結城市,3万1325円/m2,10万3553円/坪,-0.93％
茨城県,14位,阿見町,2万7985円/m2,9万2514円/坪,-0.99％
茨城県,15位,笠間市,2万6431円/m2,8万7377円/坪,-2.56％
茨城県,16位,高萩市,2万6366円/m2,8万7162円/坪,-3.38％
茨城県,17位,常総市,2万5816円/m2,8万5342円/坪,-5.51％
山梨県,16位,南アルプス市,2万5378円/m2,8万3896円/坪,-2.89％
山梨県,17位,市川三郷町,2万5275円/m2,8万3553円/坪,-3.71％
山梨県,18位,忍野村,2万4640円/m2,8万1454円/坪,-0.24％
山梨県,19位,山中湖村,1万8614円/m2,6万1534円/坪,+0.00％
山梨県,20位,南部町,1万6040円/m2,5万3024円/坪,-2.31％
山梨県,21位,身延町,1万5320円/m2,5万0647円/坪,+4.52％
山梨県,22位,北杜市,1万4416円/m2,4万7657円/坪,-2.51％
山梨県,23位,鳴沢村,1万3200円/m2,4万3636円/坪,-11.41％
長野県,17位,坂城町,2万8071円/m2,9万2798円/坪,-2.34％
長野県,18位,安曇野市,2万8000円/m2,9万2561円/坪,-1.17％
長野県,19位,山ノ内町,2万7866円/m2,9万2121円/坪,-4.07％
長野県,20位,箕輪町,2万6850円/m2,8万8760円/坪,-3.11％
長野県,21位,東御市,2万5778円/m2,8万5219円/坪,-2.46％
長野県,22位,伊那市,2万4952円/m2,8万2485円/坪,-2.24％
長野県,23位,小諸市,2万4500円/m2,8万0991円/坪,-2.74％
新潟県,1位,新潟市中央区,14万1732円/m2,46万8535円/坪,-0.16％
新潟県,1位,新潟市西区,5万5590円/m2,18万3769円/坪,-1.76％
新潟県,1位,新潟市東区,5万4829円/m2,18万1254円/坪,-5.69％
新潟県,1位,新潟市江南区,3万9369円/m2,13万0146円/坪,+0.15％
新潟県,1位,新潟市秋葉区,3万2322円/m2,10万6852円/坪,-3.67％
新潟県,1位,新潟市北区,2万9331円/m2,9万6962円/坪,+0.36％
新潟県,1位,新潟市南区,2万6250円/m2,8万6776円/坪,-1.37％
新潟県,1位,新潟市西蒲区,2万3322円/m2,7万7100円/坪,-2.30％
群馬県,2位,前橋市,5万5990円/m2,18万5092円/坪,-0.27％
群馬県,3位,草津町,4万2657円/m2,14万1015円/坪,+16.50％
群馬県,4位,太田市,3万9360円/m2,13万0117円/坪,-0.50％
群馬県,5位,伊勢崎市,3万6471円/m2,12万0568円/坪,-0.48％
群馬県,6位,玉村町,3万5885円/m2,11万8630円/坪,-0.40％
群馬県,7位,吉岡町,3万5537円/m2,11万7479円/坪,-0.28％
群馬県,8位,館林市,3万5345円/m2,11万6846円/坪,-3.47％
群馬県,9位,沼田市,3万3358円/m2,11万0275円/坪,+4.13％
茨城県,18位,筑西市,2万5443円/m2,8万4109円/坪,-2.86％
茨城県,19位,北茨城市,2万5104円/m2,8万2990円/坪,-2.72％
茨城県,20位,大洗町,2万4922円/m2,8万2387円/坪,-1.58％
茨城県,21位,那珂市,2万3583円/m2,7万7963円/坪,-1.75％
茨城県,22位,坂東市,2万3440円/m2,7万7490円/坪,-1.53％
茨城県,23位,境町,2万3354円/m2,7万7205円/坪,-1.12％
茨城県,24位,下妻市,2万3150円/m2,7万6528円/坪,-1.55％
茨城県,25位,五霞町,2万1771円/m2,7万1971円/坪,-5.14％
山梨県,24位,道志村,1万1550円/m2,3万8181円/坪,-3.75％
山梨県,25位,丹波山村,1万0360円/m2,3万4247円/坪,-4.95％
山梨県,26位,小菅村,9030円/m2,2万9851円/坪,-25.37％
山梨県,27位,早川町,4045円/m2,1万3371円/坪,-0.86％
長野県,24位,辰野町,2万2257円/m2,7万3577円/坪,-8.41％
長野県,25位,富士見町,2万2235円/m2,7万3506円/坪,-2.18％
長野県,26位,高山村,2万2200円/m2,7万3388円/坪,-3.06％
長野県,27位,宮田村,2万1875円/m2,7万2314円/坪,-2.23％
長野県,28位,小海町,2万1240円/m2,7万0214円/坪,-2.30％
長野県,29位,佐久穂町,2万1233円/m2,7万0192円/坪,-2.15％
長野県,30位,南箕輪村,2万0625円/m2,6万8181円/坪,-1.67％
新潟県,2位,長岡市,4万4628円/m2,14万7531円/坪,-1.17％
新潟県,3位,燕市,3万5570円/m2,11万7589円/坪,-1.66％
新潟県,4位,三条市,3万4468円/m2,11万3943円/坪,-2.04％
新潟県,5位,小千谷市,3万3880円/m2,11万1999円/坪,-2.84％
新潟県,6位,加茂市,3万1966円/m2,10万5674円/坪,-2.91％
新潟県,7位,見附市,3万0082円/m2,9万9445円/坪,+0.55％
新潟県,8位,糸魚川市,2万8562円/m2,9万4421円/坪,-2.07％
群馬県,10位,大泉町,3万2295円/m2,10万6761円/坪,-1.44％
群馬県,11位,桐生市,3万2068円/m2,10万6011円/坪,-2.99％
群馬県,12位,渋川市,3万1901円/m2,10万5460円/坪,-1.28％
群馬県,13位,富岡市,3万0042円/m2,9万9313円/坪,-1.19％
群馬県,14位,藤岡市,2万8547円/m2,9万4370円/坪,-1.43％
群馬県,15位,安中市,2万5748円/m2,8万5118円/坪,-1.99％
群馬県,16位,邑楽町,2万5342円/m2,8万3778円/坪,-1.00％
群馬県,17位,明和町,2万5166円/m2,8万3195円/坪,-1.31％
群馬県,18位,榛東村,2万4950円/m2,8万2479円/坪,-0.93％
茨城県,26位,石岡市,2万1580円/m2,7万1338円/坪,-1.25％
茨城県,27位,常陸太田市,2万0987円/m2,6万9380円/坪,-2.33％
茨城県,28位,鹿嶋市,2万0566円/m2,6万7988円/坪,+0.38％
茨城県,29位,神栖市,1万8985円/m2,6万2763円/坪,-1.49％
茨城県,30位,茨城町,1万8804円/m2,6万2162円/坪,-1.88％
茨城県,31位,桜川市,1万8705円/m2,6万1834円/坪,-1.08％
茨城県,32位,かすみがうら市,1万8240円/m2,6万0299円/坪,-1.70％
長野県,31位,飯山市,2万0441円/m2,6万7573円/坪,-2.16％
長野県,32位,高森町,1万9903円/m2,6万5796円/坪,-1.82％
長野県,33位,野沢温泉村,1万9825円/m2,6万5537円/坪,-4.92％
長野県,34位,御代田町,1万9800円/m2,6万5454円/坪,-1.21％
長野県,35位,松川町,1万9783円/m2,6万5399円/坪,-2.47％
長野県,36位,木曽町,1万9728円/m2,6万5216円/坪,-3.73％
長野県,37位,上松町,1万8533円/m2,6万1267円/坪,-4.14％
新潟県,9位,弥彦村,2万7840円/m2,9万2033円/坪,-2.32％
新潟県,10位,柏崎市,2万7649円/m2,9万1403円/坪,-2.05％
新潟県,11位,新発田市,2万6889円/m2,8万8891円/坪,+0.36％
新潟県,12位,湯沢町,2万6437円/m2,8万7396円/坪,-4.47％
新潟県,13位,上越市,2万5357円/m2,8万3827円/坪,-3.97％
新潟県,14位,五泉市,2万3526円/m2,7万7774円/坪,-1.53％
新潟県,15位,南魚沼市,2万2139円/m2,7万3187円/坪,-2.54％
新潟県,16位,十日町市,2万2000円/m2,7万2728円/坪,-2.10％
群馬県,19位,みどり市,2万4211円/m2,8万0038円/坪,-0.67％
群馬県,20位,中之条町,2万2900円/m2,7万5702円/坪,-2.87％
群馬県,21位,みなかみ町,2万2858円/m2,7万5566円/坪,-2.31％
群馬県,22位,甘楽町,2万0583円/m2,6万8044円/坪,-1.83％
群馬県,23位,下仁田町,2万0416円/m2,6万7493円/坪,-3.92％
群馬県,24位,千代田町,1万9950円/m2,6万5950円/坪,-1.56％
茨城県,33位,常陸大宮市,1万7716円/m2,5万8566円/坪,-2.90％
茨城県,34位,小美玉市,1万7071円/m2,5万6434円/坪,-1.25％
茨城県,35位,利根町,1万5465円/m2,5万1123円/坪,-1.23％
茨城県,36位,八千代町,1万5164円/m2,5万0129円/坪,-1.20％
茨城県,37位,潮来市,1万4326円/m2,4万7360円/坪,-1.10％
茨城県,38位,大子町,1万3933円/m2,4万6060円/坪,-4.57％
茨城県,39位,城里町,1万2451円/m2,4万1161円/坪,-4.58％
長野県,38位,松川村,1万7450円/m2,5万7685円/坪,-1.55％
長野県,39位,青木村,1万6700円/m2,5万5206円/坪,-0.60％
長野県,40位,飯島町,1万6553円/m2,5万4721円/坪,+6.78％
長野県,41位,豊丘村,1万6450円/m2,5万4380円/坪,-1.50％
長野県,42位,山形村,1万6300円/m2,5万3884円/坪,-0.61％
長野県,43位,喬木村,1万6200円/m2,5万3553円/坪,-1.82％
長野県,44位,大町市,1万5455円/m2,5万1093円/坪,-2.14％
長野県,45位,麻績村,1万5450円/m2,5万1074円/坪,-3.74％
新潟県,17位,田上町,2万0540円/m2,6万7900円/坪,-4.20％
新潟県,18位,村上市,1万9350円/m2,6万3966円/坪,-3.30％
新潟県,19位,妙高市,1万8274円/m2,6万0410円/坪,-7.70％
新潟県,20位,胎内市,1万7745円/m2,5万8662円/坪,-2.35％
新潟県,21位,津南町,1万7703円/m2,5万8523円/坪,-2.28％
新潟県,22位,阿賀野市,1万7603円/m2,5万8191円/坪,-1.33％
新潟県,23位,佐渡市,1万6009円/m2,5万2922円/坪,-4.81％
群馬県,25位,東吾妻町,1万9420円/m2,6万4198円/坪,-3.53％
群馬県,26位,板倉町,1万8985円/m2,6万2762円/坪,-2.06％
群馬県,27位,嬬恋村,1万4337円/m2,4万7396円/坪,-3.21％
群馬県,28位,片品村,1万3500円/m2,4万4628円/坪,-2.76％
群馬県,29位,昭和村,1万2633円/m2,4万1763円/坪,-2.82％
群馬県,30位,長野原町,9900円/m2,3万2727円/坪,-3.57％
群馬県,31位,川場村,9875円/m2,3万2644円/坪,-0.75％
群馬県,32位,神流町,9290円/m2,3万0710円/坪,-2.98％
群馬県,33位,高山村,7525円/m2,2万4876円/坪,-1.63％
茨城県,40位,鉾田市,1万1789円/m2,3万8972円/坪,-1.64％
茨城県,41位,稲敷市,1万1239円/m2,3万7154円/坪,-0.99％
茨城県,42位,美浦村,1万1180円/m2,3万6958円/坪,-1.76％
茨城県,43位,河内町,1万1045円/m2,3万6512円/坪,-1.27％
茨城県,44位,行方市,1万0609円/m2,3万5071円/坪,-1.35％
長野県,46位,原村,1万5200円/m2,5万0247円/坪,-1.30％
長野県,47位,朝日村,1万4200円/m2,4万6942円/坪,-0.70％
長野県,48位,立科町,1万3900円/m2,4万5950円/坪,-0.95％
長野県,49位,信濃町,1万3368円/m2,4万4192円/坪,-3.21％
長野県,50位,木祖村,1万3350円/m2,4万4132円/坪,-2.55％
長野県,51位,池田町,1万2762円/m2,4万2188円/坪,-2.09％
長野県,52位,飯綱町,1万2672円/m2,4万1890円/坪,-3.30％
新潟県,24位,魚沼市,1万5805円/m2,5万2251円/坪,-3.84％
新潟県,25位,刈羽村,1万4050円/m2,4万6446円/坪,-0.71％
新潟県,26位,粟島浦村,1万3700円/m2,4万5289円/坪,-3.52％
新潟県,27位,聖籠町,1万3660円/m2,4万5157円/坪,-1.01％
新潟県,28位,出雲崎町,1万3616円/m2,4万5013円/坪,-3.54％
新潟県,29位,関川村,1万0200円/m2,3万3719円/坪,-1.92％
新潟県,30位,阿賀町,9595円/m2,3万1721円/坪,-1.92％
群馬県,34位,南牧村,6005円/m2,1万9851円/坪,-3.92％
群馬県,35位,上野村,5360円/m2,1万7719円/坪,-1.29％
長野県,53位,長和町,1万2133円/m2,4万0110円/坪,-1.94％
長野県,54位,南木曽町,1万0412円/m2,3万4421円/坪,-4.43％
長野県,55位,小谷村,1万0300円/m2,3万4049円/坪,-1.90％
長野県,55位,川上村,1万0300円/m2,3万4049円/坪,-1.90％
長野県,57位,小川村,9945円/m2,3万2876円/坪,-2.36％
長野県,58位,白馬村,9691円/m2,3万2037円/坪,-2.43％
長野県,59位,南牧村,9550円/m2,3万1570円/坪,-1.55％
長野県,60位,筑北村,8653円/m2,2万8606円/坪,-1.96％
長野県,61位,阿智村,8072円/m2,2万6684円/坪,-0.98％
長野県,62位,大桑村,7910円/m2,2万6148円/坪,-2.35％
長野県,63位,生坂村,7140円/m2,2万3603円/坪,-1.92％
長野県,64位,王滝村,6780円/m2,2万2413円/坪,-2.45％
長野県,65位,下條村,5800円/m2,1万9173円/坪,-1.02％
長野県,66位,木島平村,5400円/m2,1万7851円/坪,-1.82％
長野県,67位,天龍村,5230円/m2,1万7289円/坪,％
長野県,68位,中川村,5073円/m2,1万6771円/坪,-2.87％
長野県,69位,根羽村,5030円/m2,1万6628円/坪,-1.95％
長野県,70位,南相木村,4020円/m2,1万3289円/坪,-2.19％
長野県,71位,栄村,3980円/m2,1万3157円/坪,-2.93％
長野県,72位,阿南町,3856円/m2,1万2749円/坪,-2.03％
長野県,73位,北相木村,3650円/m2,1万2066円/坪,-2.14％
長野県,74位,売木村,3350円/m2,1万1074円/坪,-2.05％
長野県,75位,平谷村,3070円/m2,1万0148円/坪,-2.54％
長野県,76位,泰阜村,2170円/m2,7173円/坪,-0.91％
長野県,77位,大鹿村,2140円/m2,7074円/坪,-1.83％
北海道,1位,札幌市,10万8231円/m2,35万7789円/坪,+6.71％
北海道,1位,札幌市中央区,35万9177円/m2,118万7363円/坪,+11.92％
北海道,1位,札幌市北区,9万6929円/m2,32万0427円/坪,+2.78％
北海道,1位,札幌市豊平区,9万6208円/m2,31万8045円/坪,+5.38％
北海道,1位,札幌市西区,8万7353円/m2,28万8773円/坪,+3.86％
北海道,1位,札幌市白石区,7万4708円/m2,24万6969円/坪,+0.16％
大分県,1位,大分市,6万3501円/m2,20万9923円/坪,-0.36％
大分県,2位,別府市,4万9219円/m2,16万2708円/坪,-2.02％
北海道,1位,札幌市東区,7万2381円/m2,23万9276円/坪,+4.47％
北海道,1位,札幌市厚別区,6万9440円/m2,22万9556円/坪,+0.13％
北海道,1位,札幌市清田区,5万0444円/m2,16万6758円/坪,+2.95％
北海道,1位,札幌市南区,4万5834円/m2,15万1519円/坪,-2.34％
北海道,1位,札幌市手稲区,4万5792円/m2,15万1379円/坪,+1.40％
北海道,2位,函館市,4万8047円/m2,15万8833円/坪,-0.95％
栃木県,1位,宇都宮市,7万4894円/m2,24万7583円/坪,-1.72％
大分県,3位,臼杵市,3万3092円/m2,10万9397円/坪,-2.02％
大分県,4位,由布市,3万1798円/m2,10万5118円/坪,+1.58％
大分県,5位,玖珠町,2万9666円/m2,9万8071円/坪,-1.71％
大分県,6位,津久見市,2万9100円/m2,9万6198円/坪,-2.77％
大分県,7位,日出町,2万7637円/m2,9万1363円/坪,-0.54％
大分県,8位,日田市,2万6474円/m2,8万7517円/坪,-1.85％
大分県,9位,中津市,2万3338円/m2,7万7151円/坪,-0.99％
大分県,10位,佐伯市,2万1972円/m2,7万2635円/坪,-4.03％
北海道,3位,旭川市,2万9776円/m2,9万8435円/坪,+0.37％
北海道,4位,帯広市,2万9444円/m2,9万7337円/坪,-0.20％
北海道,5位,千歳市,2万7807円/m2,9万1926円/坪,-2.44％
北海道,6位,小樽市,2万7315円/m2,9万0300円/坪,-0.93％
北海道,7位,江別市,2万6698円/m2,8万8258円/坪,+1.07％
北海道,8位,釧路町,2万4810円/m2,8万2016円/坪,+15.63％
栃木県,2位,下野市,4万3171円/m2,14万2715円/坪,-0.87％
栃木県,3位,小山市,4万2700円/m2,14万1157円/坪,-2.65％
栃木県,4位,野木町,3万6718円/m2,12万1382円/坪,+1.15％
栃木県,5位,壬生町,3万3315円/m2,11万0134円/坪,-1.43％
栃木県,6位,足利市,3万2630円/m2,10万7871円/坪,-1.41％
栃木県,7位,高根沢町,3万2141円/m2,10万6252円/坪,-0.65％
栃木県,8位,鹿沼市,3万1868円/m2,10万5351円/坪,-2.68％
富山県,1位,富山市,6万2192円/m2,20万5595円/坪,-0.33％
大分県,11位,杵築市,2万1313円/m2,7万0459円/坪,-1.71％
大分県,12位,竹田市,1万5648円/m2,5万1729円/坪,-5.82％
大分県,13位,宇佐市,1万5240円/m2,5万0380円/坪,-0.89％
大分県,14位,豊後大野市,1万4150円/m2,4万6778円/坪,-1.64％
大分県,15位,姫島村,1万3106円/m2,4万3327円/坪,-3.27％
大分県,16位,豊後高田市,1万2889円/m2,4万2609円/坪,-2.32％
大分県,17位,国東市,1万2842円/m2,4万2454円/坪,+6.15％
北海道,9位,富良野市,2万3562円/m2,7万7892円/坪,-1.65％
北海道,10位,釧路市,2万2951円/m2,7万5872円/坪,-0.89％
北海道,11位,北斗市,2万2800円/m2,7万5371円/坪,-1.30％
北海道,12位,北広島市,2万2303円/m2,7万3730円/坪,-2.95％
北海道,13位,網走市,2万2254円/m2,7万3568円/坪,-2.16％
北海道,14位,室蘭市,2万1559円/m2,7万1269円/坪,-3.98％
三重県,1位,桑名市,5万6937円/m2,18万8221円/坪,-0.15％
栃木県,9位,上三川町,3万1242円/m2,10万3282円/坪,-1.35％
栃木県,10位,佐野市,2万8607円/m2,9万4569円/坪,-1.77％
栃木県,11位,さくら市,2万8065円/m2,9万2778円/坪,-1.45％
栃木県,12位,矢板市,2万7636円/m2,9万1359円/坪,-2.41％
栃木県,13位,真岡市,2万7455円/m2,9万0760円/坪,-3.21％
栃木県,14位,栃木市,2万5751円/m2,8万5130円/坪,-2.25％
富山県,2位,魚津市,4万6075円/m2,15万2314円/坪,-1.43％
富山県,3位,高岡市,4万1705円/m2,13万7870円/坪,-2.25％
富山県,4位,砺波市,3万9253円/m2,12万9764円/坪,-0.27％
富山県,5位,黒部市,3万3030円/m2,10万9192円/坪,-0.60％
富山県,6位,氷見市,3万2427円/m2,10万7197円/坪,-0.92％
富山県,7位,小矢部市,3万1460円/m2,10万3999円/坪,-0.91％
富山県,8位,射水市,3万0793円/m2,10万1795円/坪,-0.75％
大分県,18位,九重町,6066円/m2,2万0055円/坪,-3.19％
徳島県,1位,徳島市,9万0967円/m2,30万0719円/坪,-1.29％
北海道,15位,恵庭市,2万0794円/m2,6万8741円/坪,-2.97％
北海道,16位,倶知安町,1万9828円/m2,6万5548円/坪,+6.36％
北海道,16位,八雲町,1万9828円/m2,6万5548円/坪,-4.28％
北海道,18位,登別市,1万9825円/m2,6万5537円/坪,-4.27％
北海道,19位,伊達市,1万9816円/m2,6万5509円/坪,-1.00％
北海道,20位,江差町,1万9385円/m2,6万4084円/坪,-5.17％
三重県,2位,四日市市,5万5885円/m2,18万4745円/坪,-0.63％
三重県,3位,伊勢市,4万9941円/m2,16万5095円/坪,-2.74％
三重県,4位,津市,4万9485円/m2,16万3586円/坪,-1.76％
三重県,5位,朝日町,4万8516円/m2,16万0385円/坪,-0.38％
三重県,6位,川越町,4万7244円/m2,15万6179円/坪,-0.40％
三重県,7位,鈴鹿市,4万0659円/m2,13万4410円/坪,-0.67％
栃木県,15位,那須塩原市,2万5729円/m2,8万5056円/坪,-1.86％
栃木県,16位,益子町,2万4900円/m2,8万2314円/坪,-2.57％
栃木県,17位,日光市,2万4055円/m2,7万9523円/坪,-2.89％
栃木県,18位,大田原市,2万3596円/m2,7万8004円/坪,-1.49％
栃木県,19位,茂木町,2万0357円/m2,6万7296円/坪,-3.65％
栃木県,20位,芳賀町,2万0040円/m2,6万6247円/坪,-1.47％
福井県,1位,福井市,6万9207円/m2,22万8784円/坪,-0.49％
福井県,2位,敦賀市,4万9240円/m2,16万2776円/坪,-0.77％
富山県,9位,入善町,2万7512円/m2,9万0950円/坪,-0.14％
富山県,10位,滑川市,2万5527円/m2,8万4387円/坪,-1.40％
富山県,11位,南砺市,2万5273円/m2,8万3550円/坪,-2.11％
富山県,12位,朝日町,2万3200円/m2,7万6694円/坪,-1.00％
富山県,13位,上市町,2万2714円/m2,7万5088円/坪,-0.81％
富山県,14位,舟橋村,2万2050円/m2,7万2892円/坪,+0.23％
富山県,15位,立山町,2万1937円/m2,7万2520円/坪,-0.45％
香川県,1位,高松市,6万8044円/m2,22万4940円/坪,-1.93％
徳島県,2位,北島町,5万2814円/m2,17万4592円/坪,+0.27％
徳島県,3位,藍住町,5万0766円/m2,16万7823円/坪,+0.46％
徳島県,4位,松茂町,3万8144円/m2,12万6097円/坪,-0.44％
徳島県,5位,石井町,3万6962円/m2,12万2190円/坪,-1.07％
徳島県,6位,小松島市,3万4294円/m2,11万3368円/坪,-3.12％
徳島県,7位,鳴門市,3万3265円/m2,10万9968円/坪,+0.18％
徳島県,8位,阿南市,3万3223円/m2,10万9829円/坪,-1.24％
徳島県,9位,吉野川市,2万7803円/m2,9万1913円/坪,-2.28％
北海道,21位,新ひだか町,1万9257円/m2,6万3659円/坪,-2.11％
北海道,22位,北見市,1万9182円/m2,6万3411円/坪,-2.88％
北海道,23位,苫小牧市,1万9141円/m2,6万3277円/坪,-1.04％
北海道,24位,音更町,1万9007円/m2,6万2833円/坪,-4.15％
北海道,25位,中標津町,1万8942円/m2,6万2621円/坪,+0.23％
北海道,26位,七飯町,1万7711円/m2,5万8549円/坪,-1.36％
三重県,8位,名張市,3万8871円/m2,12万8500円/坪,-0.79％
三重県,9位,松阪市,3万8688円/m2,12万7897円/坪,-3.99％
三重県,10位,菰野町,3万7100円/m2,12万2644円/坪,-0.94％
三重県,11位,尾鷲市,3万6870円/m2,12万1884円/坪,-3.76％
三重県,12位,熊野市,3万6360円/m2,12万0198円/坪,-4.59％
三重県,13位,木曽岬町,3万6100円/m2,11万9338円/坪,-3.78％
三重県,14位,東員町,3万0544円/m2,10万0973円/坪,-0.83％
栃木県,21位,那須烏山市,1万8890円/m2,6万2446円/坪,-3.67％
栃木県,22位,市貝町,1万8433円/m2,6万0936円/坪,-2.64％
栃木県,23位,那須町,1万6464円/m2,5万4426円/坪,-2.95％
栃木県,24位,那珂川町,1万5442円/m2,5万1050円/坪,-2.88％
栃木県,25位,塩谷町,1万4221円/m2,4万7013円/坪,-1.99％
福井県,3位,高浜町,4万5000円/m2,14万8760円/坪,-1.67％
福井県,4位,小浜市,4万1081円/m2,13万5807円/坪,+1.06％
福井県,5位,鯖江市,3万6468円/m2,12万0557円/坪,-0.95％
福井県,6位,越前市,3万4713円/m2,11万4753円/坪,-3.01％
福井県,7位,坂井市,2万9756円/m2,9万8369円/坪,-1.98％
福井県,8位,永平寺町,2万8291円/m2,9万3526円/坪,-1.57％
福井県,9位,あわら市,2万7900円/m2,9万2231円/坪,-2.84％
香川県,2位,宇多津町,4万3744円/m2,14万4609円/坪,-1.43％
香川県,3位,丸亀市,4万2508円/m2,14万0522円/坪,-3.94％
香川県,4位,坂出市,3万8395円/m2,12万6928円/坪,-2.45％
香川県,5位,善通寺市,3万5480円/m2,11万7289円/坪,-1.83％
香川県,6位,琴平町,3万2433円/m2,10万7217円/坪,-9.05％
香川県,7位,土庄町,3万2333円/m2,10万6887円/坪,-3.00％
香川県,8位,観音寺市,3万0125円/m2,9万9586円/坪,-1.87％
徳島県,10位,東みよし町,2万5880円/m2,8万5553円/坪,-2.63％
徳島県,11位,美波町,2万5114円/m2,8万3022円/坪,-3.57％
徳島県,12位,三好市,2万4361円/m2,8万0532円/坪,+6.27％
徳島県,13位,牟岐町,2万4350円/m2,8万0495円/坪,-4.01％
徳島県,14位,板野町,2万4100円/m2,7万9669円/坪,-1.23％
徳島県,15位,美馬市,2万3620円/m2,7万8085円/坪,-3.30％
徳島県,16位,つるぎ町,1万9910円/m2,6万5818円/坪,-3.05％
徳島県,17位,上板町,1万9366円/m2,6万4022円/坪,-2.02％
北海道,27位,洞爺湖町,1万7528円/m2,5万7945円/坪,-3.88％
北海道,28位,稚内市,1万7444円/m2,5万7667円/坪,-6.09％
北海道,29位,石狩市,1万6392円/m2,5万4188円/坪,-4.19％
北海道,30位,芽室町,1万5945円/m2,5万2712円/坪,-1.13％
北海道,31位,美幌町,1万5700円/m2,5万1900円/坪,-1.79％
北海道,32位,余市町,1万4807円/m2,4万8949円/坪,-4.12％
三重県,15位,鳥羽市,3万0140円/m2,9万9636円/坪,-4.50％
三重県,16位,伊賀市,2万8758円/m2,9万5068円/坪,-6.25％
三重県,17位,亀山市,2万8240円/m2,9万3355円/坪,-3.29％
三重県,18位,紀宝町,2万6020円/m2,8万6016円/坪,-5.31％
三重県,19位,明和町,2万4816円/m2,8万2038円/坪,-3.81％
三重県,20位,いなべ市,2万4447円/m2,8万0818円/坪,-1.36％
三重県,21位,玉城町,2万4357円/m2,8万0519円/坪,-3.29％
三重県,22位,御浜町,2万3100円/m2,7万6363円/坪,-4.74％
福井県,10位,勝山市,2万1560円/m2,7万1272円/坪,-2.88％
福井県,11位,越前町,2万1215円/m2,7万0134円/坪,-7.36％
福井県,12位,大野市,2万0918円/m2,6万9151円/坪,-3.82％
福井県,13位,若狭町,2万0460円/m2,6万7636円/坪,-1.92％
福井県,14位,美浜町,1万9742円/m2,6万5265円/坪,-3.63％
福井県,15位,南越前町,1万7760円/m2,5万8710円/坪,-3.80％
福井県,16位,おおい町,1万2624円/m2,4万1733円/坪,-1.21％
福井県,17位,池田町,6330円/m2,2万0925円/坪,-2.36％
香川県,9位,多度津町,2万9728円/m2,9万8276円/坪,-1.98％
香川県,10位,さぬき市,2万6631円/m2,8万8037円/坪,-4.09％
香川県,11位,三木町,2万5542円/m2,8万4439円/坪,-1.22％
香川県,12位,東かがわ市,2万3209円/m2,7万6724円/坪,-2.21％
香川県,13位,綾川町,2万3144円/m2,7万6510円/坪,-1.98％
香川県,14位,小豆島町,2万2220円/m2,7万3454円/坪,+1.31％
香川県,15位,三豊市,2万1104円/m2,6万9767円/坪,-1.93％
香川県,16位,直島町,1万7125円/m2,5万6611円/坪,+0.00％
徳島県,18位,勝浦町,1万9333円/m2,6万3911円/坪,-2.19％
徳島県,19位,海陽町,1万7221円/m2,5万6930円/坪,-3.41％
徳島県,20位,阿波市,1万5300円/m2,5万0578円/坪,-1.61％
徳島県,21位,神山町,1万4433円/m2,4万7713円/坪,-2.26％
徳島県,22位,佐那河内村,1万3450円/m2,4万4462円/坪,-0.86％
徳島県,23位,那賀町,1万0244円/m2,3万3866円/坪,-2.50％
徳島県,24位,上勝町,6560円/m2,2万1685円/坪,-2.57％
北海道,33位,松前町,1万4800円/m2,4万8925円/坪,-4.98％
北海道,34位,浦河町,1万4600円/m2,4万8264円/坪,-2.57％
北海道,35位,幕別町,1万4283円/m2,4万7217円/坪,-1.95％
北海道,36位,岩見沢市,1万3832円/m2,4万5726円/坪,+0.06％
北海道,37位,遠軽町,1万3757円/m2,4万5478円/坪,-1.33％
北海道,38位,木古内町,1万3628円/m2,4万5053円/坪,-3.25％
三重県,23位,紀北町,2万2462円/m2,7万4256円/坪,-4.82％
三重県,24位,志摩市,2万2144円/m2,7万3203円/坪,-6.45％
三重県,25位,多気町,1万8987円/m2,6万2768円/坪,-3.00％
三重県,26位,南伊勢町,1万6725円/m2,5万5289円/坪,-5.37％
三重県,27位,度会町,1万2675円/m2,4万1900円/坪,-3.80％
三重県,28位,大台町,1万1716円/m2,3万8732円/坪,-4.35％
三重県,29位,大紀町,1万0300円/m2,3万4049円/坪,-4.45％
